"","X","IDP1","PupaeSum","NumCriaderos","PupaeIndex","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"161",366,147,1,1,1,1,2.14190476190476,1,0,0,3,1,0,1,0,1,0,0,1,1200,1,0,24,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"162",367,4866,2,1,2,1,3,2,0,0,3,1,0,0,1,1,1,0,0,150,1,0,51,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"163",368,36122,90,3,30,1,0,2,1,3,3,1,1,0,0,0,1,0,1,73646.6666666667,1,0,3,-79.88094,-2.25723,7.70869638500125,0,1.49919831025486
"164",369,40229,8,1,8,1,1,5,1,24,3,0,1,1,0,1,1,0,1,7200,1,0,1,-79.88106,-2.2557,0.100000001490116,0,0
"165",370,36397,30,1,30,0.99,0,1,1,3,3,1,1,0,0,1,1,0,1,180000,1,0,1,-79.88189,-2.25356,20.3737097105773,7.70869638500125,0
"166",373,38321,34,1,34,1,0,3,1,4,3,1,1,0,0,0,1,0,1,33640,1,0,1,-79.88956,-2.2496,0.949999988079071,3.32146250339649,36.14939815158
"167",374,4828,1,1,1,1,0,5,0,0,3,1,1,0,1,1,1,0,0,50,1,0,117,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"168",375,40456,15,1,15,1,2,2,1,3,3,0,1,1,0,1,1,0,1,500,1,1,1,-79.88369,-2.25251,0.100000001490116,0,0
"169",376,4788,1,1,1,1,0,1,0,0,3,1,0,0,1,1,0,0,0,1,1,0,7,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"170",377,36378,13,1,13,1,3,2,1,3,3,1,1,0,0,1,1,0,1,21600,1,0,1,-79.88156,-2.25535,20.3737097105773,7.70869638500125,0
"171",378,36390,24,1,24,1,0,1,1,4,3,1,1,0,0,1,1,0,1,500,1,1,1,-79.88173,-2.25516,20.3737097105773,7.70869638500125,0
"172",379,36123,19,1,19,1,0,2,1,3,3,1,1,0,0,1,1,0,1,3000,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"173",380,38276,7,1,7,1,2,5,1,2,7,1,1,0,0,0,0,0,1,24000,1,0,1,-79.8895,-2.25069,0.949999988079071,3.32146250339649,36.14939815158
"174",381,38286,15,2,8,1,0,2,1,2,7,1,1,0,0,0,0,0,1,5250,1,1,2,-79.8894,-2.25029,0.949999988079071,3.32146250339649,36.14939815158
"175",382,35858,1,1,1,1,0,4,1,12,4,0,1,0,0,1,1,0,0,10500,1,1,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"176",383,36105,16,2,8,1,0,6,1,3,3,1,1,0,0,1,1,0,1,41000,1,0,2,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"177",384,4696,12,1,12,1,2,2,0,0,3,1,0,0,1,1,1,0,0,15,1,0,50,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"178",385,40197,1,1,1,1,0,12,1,24,3,0,1,1,0,1,1,0,1,216000,0,0,1,-79.88126,-2.25722,0.100000001490116,0,0
"179",386,40505,14,1,14,1,1,2,1,3,3,0,1,1,0,1,1,0,1,144000,1,0,1,999999,999999,0.100000001490116,0,0
"180",387,38388,13,1,13,1,0,3,1,2,7,1,1,0,0,0,1,0,1,96000,1,0,1,-79.88992,-2.24883,0.949999988079071,3.32146250339649,36.14939815158
"181",388,36179,3,1,3,1,1,3,1,3,3,1,1,0,0,1,1,1,1,500,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"182",389,36183,15,1,15,1,5,6,1,2,3,1,1,0,0,1,1,0,1,300,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"183",390,36041,6,1,6,1,0,4,1,12,3,1,1,0,0,1,1,0,1,324900,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"184",391,38503,11,1,11,1,0,4,1,4,3,1,1,0,0,0,1,0,1,336400,1,0,1,-79.88902,-2.24754,0.949999988079071,3.32146250339649,36.14939815158
"185",392,41150,1,1,1,1,2,2,1,3,3,0,1,0,0,1,1,0,1,180000,1,0,1,-79.93795,-2.1297,9.21834456471101,0,0
"186",393,4386,10,2,5,1,2,3,0,0,3,1,1,1,0,1,1,0,0,2625,0,1,2,-79.9462,-2.13019,0.349999994039536,0,0.100000001490116
"187",397,39180,40,1,40,1,0,4,0,0,3,0,1,0,0,1,1,0,1,216000,1,0,1,-79.90477,-2.25413,0,0.371867176861668,0.050029085886506
"188",398,39170,21,1,21,1,1,4,0,0,3,0,1,0,0,1,1,1,1,400,1,1,1,-79.90531,-2.25434,0,0.371867176861668,0.050029085886506
"189",399,39020,1,1,1,1,4,3,0,0,3,0,1,0,0,1,1,1,1,180000,1,0,1,-79.90388,-2.25532,0,0.371867176861668,0.050029085886506
"190",400,39013,29,1,29,1,0,1,0,0,3,0,1,0,0,1,1,0,1,1000,1,1,146,-79.90369,-2.25517,0,0.371867176861668,0.050029085886506
"191",401,38939,12,1,12,1,0,2,0,0,3,0,1,0,0,1,1,0,1,800,1,1,1,-79.90433,-2.25534,0,0.371867176861668,0.050029085886506
"192",402,39134,18,1,18,1,0,5,0,0,3,0,1,0,0,0,1,0,1,180000,1,0,1,-79.90466,-2.25493,0,0.371867176861668,0.050029085886506
"193",404,38865,18,1,18,1,1,6,0,0,3,0,1,0,0,1,1,0,1,125,1,1,1,-79.90442,-2.25619,0,0.371867176861668,0.050029085886506
"194",405,38620,2,1,2,1,3,7,0,0,3,0,1,0,0,1,1,0,1,50,0,0,1,-79.90417,-2.25735,0,0.371867176861668,0.050029085886506
"195",407,31253,4,2,2,1,3,2,0,0.0799999999999969,3,1,0.9,0,0,0.39,0,0.25,0.35,0,1,0,2,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"196",408,45816,19,1,19,1,2,3,0,0,3,1,1,1,1,0,0,0,1,121000,1,0,1,-79.90367,-2.25159,0,0,0.195639428245873
"197",409,31206,1,1,1,1,0,4,0,0.0999999999999963,3,1,0.89,0,0,0.41,0,0.3,0.228,0,1,1,64,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"198",411,31342,3,1,3,1,7,5,0,0.0799999999999965,3,1,0.91,0,0,0.29,0,0.23,0.19,0,1,0,13,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"199",412,31214,5,1,5,1,0,2,0,0.119999999999997,3,1,0.89,0,0,0.37,0,0.24,0.218,0,1,1,64,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"200",413,45114,10,1,10,1,2,3,0,0,3,1,1,0,0,0,1,0,1,800,0,1,1,-79.90524,-2.25234,0,0,0
"201",414,31278,2,1,2,1,1,2,0,0.119999999999996,3,1,0.89,0,0,0.4,0,0.24,0.2,0,1,1,23,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"202",415,31061,1,1,1,1,1,4,0,0.0999999999999962,3,1,0.9,0,0,0.36,0,0.27,0.2,0,1,1,116,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"203",416,45181,11,1,11,1,0,4,0,0,3,1,1,1,1,0,1,0,1,3000,0,0,1,-79.90754,-2.25344,0,0,0
"204",418,31227,4,1,4,1,2,2,0,0.0999999999999965,3,1,0.88,0,0,0.45,0,0.22,0.16,0,1,0,92,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"205",438,47915,5,1,5,1,0,2,0,0,7,1,1,0,0,0,0,1,0,272250,0.916666666666667,1,1,-79.90456,-2.23266,0,0,0.349999994039536
"206",439,47935,17,1,17,1,0,5,0,0,7,1,1,0,1,0,1,1,0,2240,1,1,1,-79.9054,-2.23371,0,0,0.349999994039536
"207",440,47786,13,2,6,1,2,6,0,0,7,1,1,0,0,0,0,1,0,49000,1,0,2,-79.8398,-2.23581,0,0.349999994039536,0
"208",441,47813,1,1,1,1,1,3,0,0,7,1,1,0,0,0,0,1,0,1500,1,0,1,-79.89872,-2.23699,0,0.349999994039536,0
"209",442,1527,6,1,6,1,1.59,4,0,0,3,1,1,0,0,1,0,0,0,2,1,1,1,-79.90971,-2.23138,1.24122917220353,13.5736877726124,1.0561458430369
"210",443,8283,3,1,3,1,3,2,1,3,3,1,1,0,0,1,1,0,1,36608,1,1,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"211",444,8285,39,1,39,1,3,3,1,3,3,1,1,0,0,1,1,0,1,56000,0,0,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"212",445,30248,2,1,2,1,2,2,0,0.279999999999997,3,1,0.77,0,1,1,0,0.34,0.35,0,1,0,24,-79.93841,-2.1502,16.8902811673698,39.9146939668991,2.09536212110431
"213",446,30095,2,1,2,1,2,6,0,0.279999999999997,3,1,0.76,1,1,1,0,0.34,0.31,0,1,1,18,-79.93841,-2.1502,16.8902811673698,39.9146939668991,2.09536212110431
"214",447,28723,3,1,3,1,2,4,0,0,1,1,0.7725,0,0.47,1,0,0.5325,0.68,96000,0,0,1,-79.92349,-2.15796,0,0,6.95734092337369
"215",448,28857,19,1,19,0.94,2,3,0,0,1,1,0.7725,0,0.58,1,0,0.64,0.46,0,0.64,0.29,1,-79.92349,-2.15796,0,0,6.95734092337369
"216",449,45919,5,1,5,1,1,4,0,0,4,1,1,0,0,0,1,0,1,1000,1,1,1,-79.91653,-2.15031,4.125,40.1999988555908,17.3249998092651
"217",450,1745,3,1,3,1,2,5,0,0,3,1,1,0,0,1,0,0,0,0,1,1,1,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"218",451,46705,5,1,5,1,1,2,0,0,3,1,1,1,1,1,1,0,0,1500,1,1,1,999999,999999,17.3249998092651,7.04999995231628,0
"219",452,46680,1,1,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,15,1,1,1,-79.9176,-2.15016,17.3249998092651,7.04999995231628,0
"220",453,1715,5,1,5,1,3,3,0,0,3,1,1,1,0,1,0,1,1,0,1,0,85,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"221",454,46891,38,2,19,1,0,6,0,0,4,1,1,0,1,1,1,0,1,7900,1,1,2,-79.91929,-2.15069,40.1999988555908,17.3249998092651,7.04999995231628
"222",455,46897,8,2,4,1,0,2,0,0,4,1,1,1,1,1,1,0,1,5250,1,0,2,-79.91915,-2.15074,40.1999988555908,17.3249998092651,7.04999995231628
"223",456,46698,3,2,2,1,0,2,0,0,3,1,1,0,0,0,0,1,1,53000,1,0,2,-79.91718,-2.15058,17.3249998092651,7.04999995231628,0
"224",457,46955,1,1,1,1,1,3,0,0,4,1,1,0,0,0,1,0,1,18000,1,0,1,-79.92998,-2.45005,40.1999988555908,17.3249998092651,7.04999995231628
"225",458,45978,1,1,1,1,3,2,0,0,3,0.64,1,0,1,1,1,0,1,36000,0,1,1,-79.91661,-2.1508,4.125,40.1999988555908,17.3249998092651
"226",471,13727,1,1,1,1,0,1,0,0,3,1,1,0,0,0,0,0,1,12005,1,1,1,-79.91547,-2.08649,0,0,0
"227",472,31279,5,1,5,0.99,0,2,0,0,3,1,0,0,1,0.916333333333333,0,0.265,0.47,0,1,0,105,-79.95578,-2.13239,0,0,1.45000004768371
"228",473,31390,8,2,4,1,5,2,0,0,3,1,0,0,1,0.796333333333333,0,0.25,0.62,0,1,0,2,-79.95578,-2.13239,0,0,1.45000004768371
"229",474,31322,67,2,34,1,2,2,0,0,3,1,0,0,0.83,1,0,0.3,0.54,0,1,0,93,-79.95578,-2.13239,0,0,1.45000004768371
"230",475,31332,1,1,1,1,3,2,0,0,3,1,0,0,0.73,1,0,0.2625,0.52,0,1,0,13,-79.95578,-2.13239,0,0,1.45000004768371
"231",476,31156,6,1,6,1,0,1,0,0,3,1,0,0,0.66,1,0,0.315,0.59,0,1,0,1,-79.95578,-2.13239,0,0,1.45000004768371
"232",477,42848,19,1,19,1,1.36916666666667,5,1,24,0,0,0,0,0,1,1,0,1,180000,1,0,1,-79.94933,-2.13163,0,0,0.050000000745058
"233",478,31163,2,1,2,1,3,4,0,0,3,1,0,0.07,0,0,0,0.2625,0.59,0,1,0,1,-79.95578,-2.13239,0,0,1.45000004768371
"234",479,42871,13,1,13,1,1.46416666666667,2,1,24,0,0,0,0,0,1,1,0,1,252000,1,0,1,-79.95026,-2.13233,0,0,0.050000000745058
"235",480,31210,5,1,5,1,3,4,0,0,3,0,0,0,0.64,0.866333333333333,0,0.29,0.48,0,1,1,102,-79.95578,-2.13239,0,0,1.45000004768371
"236",481,31312,30,1,30,1,0,4,0,0,3,1,0,0,0.68,1,0,0.325,0.46,0,1,0,92,-79.95578,-2.13239,0,0,1.45000004768371
"237",482,30984,10,1,10,0,2,2,0,0,3,1,0,0,0.72,1,0,0.29,0.63,0,0,0,1,-79.95578,-2.13239,0,0,1.45000004768371
"238",483,30925,20,2,10,1,0,3,0,0,3,1,0,0,0.66,1,0,0.265,0.45,0,1,0,25,-79.95578,-2.13239,0,0,1.45000004768371
"239",484,42849,21,1,21,1,1,2,1,24,0,0,0,0,0,1,1,0,1,343,0,0,1,-79.94958,-2.13034,0,0,0.050000000745058
"240",485,42884,13,1,13,0,1,3,1,24,0,0,0,0,0,1,1,0,1,216000,1,0,1,-79.95042,-2.13187,0,0,0.050000000745058
"241",486,31009,7,1,7,1,3,2,0,0,3,1,0,0,0.72,1,0,0.3,0.53,0,1,0.07,64,-79.95578,-2.13239,0,0,1.45000004768371
"242",489,41576,16,1,16,1,1,4,1,2,3,0,1,0,0,1,1,1,0,1125,1,0,1,-79.13525,-2.1352,0,7.73339762408311,0
"243",497,29422,13,2,6,1,0,5,0,0.0799999999999965,2.92,0.99,0.77,0,0,0.12,0,0.19,0.108,0,1,0,135,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"244",498,29403,24,1,24,1,3,1,0,0.159999999999997,3,1,0.74,1,0,0.13,0,0.24,0.17,0,1,0,92,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"245",499,29410,39,1,39,1,2,5,0,0.109999999999997,2.92,1,0.72,0,0,0.14,0,0.14,0.18,0,1,0,68,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"246",500,29413,7,1,7,1,1,2,0,0.0799999999999966,2.93,0.99,0.73,0,0,0.12,0,0.19,0.0999999999999999,0,1,0,95,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"247",501,29551,20,1,20,1,3,5,0,-3.60600438398251e-15,3,1,0.75,0.476666666666667,0.19,0.1,0,0.16,0.14,0,1,0,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"248",502,29510,17,1,17,1,1,5,0,0,3,1,0.77,1,0,0,0,0.21,0.15,0,1,1,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"249",503,30147,38,1,38,1,0,1,0,0,3,1,0.79,1,0,0,0,0.24,0.198,0,1,1,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"250",504,29774,38,2,19,1,0,1,0,0,3,1,0.75,0.633809523809524,0,0.13,0,0.23,0.158,0,1,0,220,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"251",505,29792,30,1,30,1,1,3,0,0.0699999999999969,3,1,0.75,1,1,0.4,0,0.24,0.16,0,1,0,92,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"252",506,29648,6,1,6,1,3,6,0,-3.5704772471945e-15,3,1,0.72,0,0,0.12,0,0.12,0.12,0,1,0,137,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"253",507,29425,28,1,28,1,1,4,0,0.0699999999999969,3,1,0.71,1,0,0.17,0,0.26,0.17,0,1,0,83,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"254",508,29629,6,1,6,1,3,2,0,-3.45501405263349e-15,3,1,0.8,0.227857142857143,1,0.34,0,0.21,0.13,0,1,0,64,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"255",509,29518,6,1,6,1,2,3,0,0,3,1,0.77,0,0,0,0,0,0,0,1,0,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"256",510,29765,16,1,16,1,3,1,0,-3.43725048423948e-15,3,1,0.8,0,1,0.33,0,0.25,0.17,0,1,0,64,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"257",511,29626,5,1,5,1,1,2,0,-2.29594121492482e-15,3,0,0.8,0,1,0.42,0,0.25,0.15,0,0,0,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"258",512,29621,3,1,3,1,3,5,0,0.0799999999999967,2.9,0.99,0.79,0,0,0.18,0,0.25,0.13,0,1,1,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"259",513,29414,23,1,23,1,2,4,0,0.0699999999999966,1,0.93,0.7625,0,0.27,0.25,0,0.17,0.17,0,1,0,104,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"260",515,30208,34,1,34,1,0,4,0,0,3,0.94,0.81,0,1,1,0,0.29,0.27,0,1,1,92,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"261",516,29824,5,1,5,1,3,2,0,0,3,1,0.81,1,1,0.35,0,0.24,0.14,0,1,0,29,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"262",517,29769,41,1,41,1,0,5,0,0.0299999999999969,3,1,0.74,1,0,0.18,0,0.25,0.188,0,1,0,68,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"263",518,30598,9,1,9,1,3,2,0,-3.5349501104065e-15,3,1,0.83,0,1,0.31,0,0.23,0.12,0,1,1,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"264",519,29753,81,2,40,1,0,2,0,0.239999999999998,3,1,0.75,1,1,0.4,0,0.23,0.158,0,1,0,254,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"265",520,29745,23,1,23,1,3,5,0,0.0599999999999966,3,1,0.71,1,0,0.12,0,0.18,0.15,0,1,0,117,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"266",521,29464,19,1,19,1,3,4,0,-3.539391002505e-15,3,0.93,0.85,0,1,0.37,0,0.28,0.17,0,1,0,7,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"267",522,29849,12,1,12,0.98,3,2,0,0,3,1,0.78,0,0,0,0,0.2,0.13,0,0.91,0.4775,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"268",523,30162,2,1,2,0.99,2,3,0,0,3,1,0.83,0,1,1,0,0.29,0.27,0,0,0,67,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"269",524,29451,36,2,18,1,2,2,0,0.0799999999999965,3,1,0.75,0,0,0.11,0,0.16,0.15,0,1,1,35,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"270",525,29480,42,2,21,1,1,2,0,-3.43725048423948e-15,3,1,0.76,0.31,0,0.08,0,0.19,0.15,0,1,1,35,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"271",526,2,4,1,4,1,3,4,0,0,3,1,1,0,0,0,0,0,1,200,1,0,1,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"272",527,6,22,2,11,1,0,4,0,0,3,1,1,0,0,1,0,0,1,200,1,0,2,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"273",528,13,6,2,3,1,2,4,0,0,3,1,1,0,0,1,0,0,1,175,1,0,52,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"274",529,23,54,2,27,1,3,2,0,0,3,1,1,0,0,0,0,0,1,175,1,0,69,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"275",530,41,2,1,2,1,0,1,0,0,3,1,1,0,0,1,0,0,1,100,1,0,30,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"276",531,48095,4,2,2,1,0,2,0,0,3,1,0,1,1,0,1,0,0,288,1,1,2,-79.95038,-2.10139,0.152180616640319,0,0.25
"277",532,48107,4,2,2,1,2,3,0,0,4,1,0,1,1,0,1,0,1,13375,1,0,2,-79.95106,-2.1163,0.152180616640319,0,0.25
"278",533,48125,14,1,14,1,1,4,0,0,3,1,1,1,0,0,1,1,0,62500,0,0,1,-79.95175,-2.10228,0,0.152180616640319,0
"279",534,48139,2,1,2,1,2,2,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,-79.9521,-2.10117,0,0.152180616640319,0
"280",535,27220,3,1,3,1,3,2,0,0,1,1,0.53,0,1,1,0,0.3325,0.73,24000,1,0,1,-79.9532,-2.1011,0,0,1.51989664397478
"281",536,48188,4,1,4,1,5,10,0,0,4,1,1,0,1,0,1,0,0,25000,0,0,1,-79.95288,-2.10158,0,0.152180616640319,0
"282",537,28244,14,1,14,1,1,4,0,0,1,1,0.23,0,0.65,1,0,0.27,0.41,0,1,1,29,-79.9532,-2.1011,0,0,1.51989664397478
"283",538,28004,4,1,4,1,2,4,0,0,1,1,0.28,0,0.72,1,0,0.2925,0.46,0,1,0,68,-79.9532,-2.1011,0,0,1.51989664397478
"284",539,28206,8,1,8,1,3,3,0,0,1,1,0.516666666666667,0,0.636666666666667,1,0,0.31,0.79,96000,0,0,1,-79.9532,-2.1011,0,0,1.51989664397478
"285",540,48175,6,1,6,1,2,8,1,10,4,0,0,0,1,0,1,0,1,2000,0,1,1,-79.95248,-2.10181,0,0.152180616640319,0
"286",562,7122,25,2,12,1,3,2,0,0,3,0,0,0,0,0,0,0,0,5400,1,0,2,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"287",563,7149,11,1,11,1,0,2,0,0,3,0,0,1,0,0,0,0,0,3600,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"288",564,7110,7,1,7,1,1,1,0,0,3,0,0,0,0,0,0,0,0,3600,1,1,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"289",565,7266,10,1,10,1,2.09733333333333,2,0,0,3,1,0,0,0,0,0,0,0,700,1,0,130,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"290",567,7137,11,1,11,1,3,3,0,0,3,0,1,0,1,0,0,0,0,3000,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"291",568,7238,12,3,4,1,2.28216666666667,4,0,0,3,1,0,0,0,0,0,0,0,2783.33333333333,1,0,156,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"292",569,7223,7,1,7,1,2.94583333333333,2,0,0,3,1,0,0,0,0,0,0,0,8064000,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"293",570,7139,6,1,6,1,4,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"294",571,7128,13,1,13,1,0,1,0,0,3,1,1,1,0,0,0,0,0,300,1,1,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"295",572,7155,12,1,12,0,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"296",573,7136,3,1,3,1,1.87,3,0,0,3,0,1,0,0,0,0,0,0,300,1,0,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"297",574,7194,67,8,8,1,1,4,0,0,3,0,0,0,0,0,0,0,0,975,1,0,675,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"298",575,7264,7,1,7,1,2,2,0,0,3,1,0,0,0,0,0,0,0,300,1,0,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"299",576,7094,23,1,23,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2000,1,0,64,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"300",577,7147,5,2,2,1,2.06452380952381,4,0,0,3,0,0,1,0,0,0,0,0,100,1,0,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"301",578,7246,3,1,3,1,4,4,0,0,3,1,0,0,0,0,0,0,0,600,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"302",579,7261,14,1,14,1,2,2,0,0,3,1,0,0,0,0,0,0,0,7800,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"303",581,7172,14,2,7,1,6,9,0,0,3,1,0,0,0,0,0,0,0,350,1,0,130,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"304",582,7275,64,2,32,1,2.05444444444444,4,0,0,3,1,0,0,0,0,0,0,0,2600,1,0,128,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"305",583,7097,1,1,1,1,1,2,0,0,3,0,0,0,0,0,0,0,0,6000,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"306",584,7189,15,1,15,1,1,4,0,0,3,0,0,1,0,1,0,0,0,2000,1,0,64,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"307",585,7291,28,1,28,1,5,4,0,0,3,1,0,0,0,0,0,0,0,6000,1,1,124,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"308",587,7087,9,1,9,1,1,7,0,0,3,1,0,1,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"309",588,7082,36,1,36,1,0,4,0,0,3,0,0,0,1,0,0,0,0,3600,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"310",589,7158,5,1,5,1,8,12,0,0,3,1,0,0,0,0,0,0,0,500,1,0,118,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"311",590,7160,13,1,13,1,0,3,0,0,3,1,1,0,0,0,0,0,0,5000,1,0,119,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"312",591,7050,2,1,2,1,1.7375,5,0,0,3,1,1,0,0,1,0,0,0,0,1,0,96,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"313",592,4550,7,1,7,1,3,10,0,0,3,1,0,0,1,1,1,0,0,200,1,0,68,-79.93576,-2.20431,2.1365596929419,0,0
"314",593,41456,4,1,4,1,2,3,0,0,3,0,1,0,0,1,1,0,1,125,0,0,1,-79.93022,-2.19625,0.684661373147987,7.66762650944216,0
"315",594,264,5,2,2,1,1.71045238095238,6,0,0,3,1,1,0,0,0,0,0,0,3.5,1,1,93,-79.91406,-2.19817,16.5271577741583,0.296036264482842,1.4366146130431
"316",596,30471,31,2,16,1,1,2,0,4.36,0,1,0.84,0.31,0.25,0.7,0,0.49,0.73,36000,1,0,2,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"317",597,30419,26,3,9,1,3,7,0,0,3,1,0.79,0.41,0.42,0.77,0,0.53,0.35,0,0.92,0.556,3,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"318",598,30702,2,1,2,1,1,4,0,0,3,1,0.769428571428571,0.45,0.43,0.84,0,0.5925,0.38,0,1,1,104,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"319",599,30650,22,1,22,1,0,4,0,0,3,1,0.769428571428571,0.45,0.44,0.9,0,0.53,0.41,0,1,0,30,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
